Product_Reference;Attribute__Name_Type_Position__;Value__Value_Position__;Supplier_reference;Reference;Default__0___No__1___Yes_;EAN13;UPC;Wholesale_price;Quantity
MAL2125HGR;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Vert Flashy;MAL2125HGRM;MAL2125HGR;;;;21.28;1
MAL2338BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL2338BLKXL;MAL2338BLK;;;849663042220;28.48;1
MAL2213BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL2213BLKS;MAL2213BLK;;;849663013848;20.48;6
MAL2213BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;MAL2213BLKL;MAL2213BLK;;;;20.48;1
MAL2213BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL2213BLKM;MAL2213BLK;;;;20.48;1
MAL2213BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL2213BLKXL;MAL2213BLK;;;;20.48;1
MAL2125BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL2125BLKXL;MAL2125BLK;;;843993043124;21.28;1
MAL2125BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL2125BLKL;MAL2125BLK;;;843993043117;21.28;0
MAL4411RED;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rouge;MAL4411REDM;MAL4411RED;;;849663069951;22.8;1
MAL7071MOC;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Mocha;MAL7071MOCXL;MAL7071MOC;;;849663047416;17.12;27
MAL7071MOC;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Mocha;MAL7071MOCL;MAL7071MOC;;;849663047409;17.12;30
MAL7071MOC;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Mocha;MAL7071MOCM;MAL7071MOC;;;849663047393;17.12;18
MAL7071MOC;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Mocha;MAL7071MOCS;MAL7071MOC;;;849663047386;17.12;21
MAL7075BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL7075BLKS;MAL7075BLK;;;849663096117;14.8;1
MAL4412APT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Imprimé Animal;MAL4412APTM;MAL4412APT;;;849663069999;19.36;6
MAL9028BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;MAL9028BLKML;MAL9028BLK;;;849663061207;6.32;1
MAL9028BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;MAL9028BLKSM;MAL9028BLK;;;849663061191;6.32;1
MAL7079BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL7079BLKS;MAL7079BLK;;;849663096315;21.68;1
MAL7079BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL7079BLKM;MAL7079BLK;;;849663096322;21.68;0
MAL7079BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL7079BLKL;MAL7079BLK;;;849663096339;21.68;0
MAL7079BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL7079BLKXL;MAL7079BLK;;;849663096346;21.68;0
MAL7078BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL7078BLKM;MAL7078BLK;;;849663096285;13.68;1
MAL7009BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL7009BLKS;MAL7009BLK;;;843993039615;17.12;6
MAL7072RED;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rouge;MAL7072REDS;MAL7072RED;;;849663038285;18.24;0
MAL7072RED;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Rouge;MAL7072REDL;MAL7072RED;;;849663038308;18.24;1
MAL9024BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;MAL9024BLKSM;MAL9024BLK;;;849663058801;10.24;6
MAL1017HPK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Rose Flashy;MAL1017HPKOS;MAL1017HPK;;;849663061511;11.36;1
MAL1076WBK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Wet Look Noir;MAL1076WBKSM;MAL1076WBK;;;849663059884;5.2;9
MAL1076WBK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Wet Look Noir;MAL1076WBKML;MAL1076WBK;;;849663059891;5.2;9
MAL90RED;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Rouge;MAL90REDL;MAL90RED;;;849663057620;4.48;1
MAL4183WHT;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Blanc;MAL4183WHTL;MAL4183WHT;;;843993092368;19.36;1
MAL4183WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;MAL4183WHTS;MAL4183WHT;;;;19.36;0
MAL4183WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;MAL4183WHTM;MAL4183WHT;;;;19.36;1
MAL4183WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;MAL4183WHTXL;MAL4183WHT;;;;19.36;1
MAL4091MBK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Metallic Noir;MAL4091MBKS;MAL4091MBK;;;843993043933;21.68;6
MAL4091MBK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Metallic Noir;MAL4091MBKXL;MAL4091MBK;;;843993043964;21.68;0
MAL4014RED;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Rouge;MAL4014REDXL;MAL4014RED;;;843993046446;18.24;1
MAL4014RED;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rouge;MAL4014REDS;MAL4014RED;;;;18.24;0
MAL4014RED;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rouge;MAL4014REDM;MAL4014RED;;;;18.24;0
MAL1076BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;MAL1076BLKSM;MAL1076BLK;;;849663059969;5.2;1
MAL1076BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;MAL1076BLKML;MAL1076BLK;;;849663059976;5.2;1
MAL4116TUR;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Turquoise;MAL4116TURM;MAL4116TUR;;;843993045944;19.36;0
MAL4116TUR;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Turquoise;MAL4116TURS;MAL4116TUR;;;;19.36;9
MAL4183BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4183BLKM;MAL4183BLK;;;843993092313;19.36;6
MAL4183BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4183BLKL;MAL4183BLK;;;843993092320;19.36;1
MAL4183BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4183BLKXL;MAL4183BLK;;;843993092337;19.36;1
MAL4183BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4183BLKS;MAL4183BLK;;;843993092306;19.36;0
MAL1075WHT;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Blanc;MAL1075WHTML;MAL1075WHT;;;849663059860;4.08;6
MAL1075WHT;Taille:select:0,Color:color:1;Taille: SM- 34/40, Couleur: Blanc;MAL1075WHTSM;MAL1075WHT;;;;4.08;0
MAL1074BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;MAL1074BLKML;MAL1074BLK;;;849663059730;4.08;1
MAL1074BLK;Taille:select:0,Color:color:1;Taille: SM- 34/40, Couleur: Noir;MAL1074BLKSM;MAL1074BLK;;;;4.08;1
MAL1090WBK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Wet Look Noir;MAL1090WBKML;MAL1090WBK;;;849663087306;4.08;6
MAL2006BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL2006BLKL;MAL2006BLK;;;843993005788;14.8;1
MAL2006BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL2006BLKM;MAL2006BLK;;;843993005771;14.8;6
MAL2006BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL2006BLKS;MAL2006BLK;;;843993005764;14.8;6
MAL2087BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL2087BLKM;MAL2087BLK;;;843993040413;14.8;1
MAL2087BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL2087BLKS;MAL2087BLK;;;;14.8;0
MAL2087BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL2087BLKXL;MAL2087BLK;;;;14.8;1
MAL2087PNK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rose;MAL2087PNKM;MAL2087PNK;;;843993088231;14.8;1
MAL2087PNK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Rose;MAL2087PNKXL;MAL2087PNK;;;;14.8;1
MAL2087RED;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rouge;MAL2087REDM;MAL2087RED;;;843993088279;14.8;1
MAL2087RED;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rouge;MAL2087REDS;MAL2087RED;;;843993088262;14.8;0
MAL1076WHT;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Blanc;MAL1076WHTSM;MAL1076WHT;;;849663059983;5.2;1
MAL1076WHT;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Blanc;MAL1076WHTML;MAL1076WHT;;;849663059990;5.2;15
MAL1074WHT;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Blanc;MAL1074WHTML;MAL1074WHT;;;849663059754;4.08;9
MAL1074WBK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Wet Look Noir;MAL1074WBKML;MAL1074WBK;;;849663059655;4.08;9
MAL4199BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4199BLKS;MAL4199BLK;;;843993093068;19.36;1
MAL4199BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4199BLKM;MAL4199BLK;;;843993093075;19.36;1
MAL4199BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4199BLKL;MAL4199BLK;;;843993093082;19.36;1
MAL3025BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;MAL3025BLKSM;MAL3025BLK;;;843993079512;5.68;9
MAL3025BLK;Taille:select:0,Color:color:1;Taille: ML- 38/44, Couleur: Noir;MAL3025BLKML;MAL3025BLK;;;;5.68;6
MAL4302BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4302BLKM;MAL4302BLK;;;849663049021;26.24;1
MAL4302BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4302BLKS;MAL4302BLK;;;;26.24;1
MAL4302BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4302BLKXL;MAL4302BLK;;;;26.24;0
MAL4366SLV;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Silver;MAL4366SLVS;MAL4366SLV;;;849663092676;14.8;0
MAL4366SLV;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Silver;MAL4366SLVM;MAL4366SLV;;;849663092683;14.8;0
MAL4366SLV;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Silver;MAL4366SLVL;MAL4366SLV;;;;14.8;1
MAL206PNK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Rose;MAL206PNKL;MAL206PNK;;;849663058382;7.92;1
MAL4406GLD;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Doré;MAL4406GLDL;MAL4406GLD;;;849663069647;19.36;1
MAL4406GLD;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Doré;MAL4406GLDXL;MAL4406GLD;;;849663069654;19.36;1
MAL4406GLD;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Doré;MAL4406GLDS;MAL4406GLD;;;849663069623;19.36;1
MAL4406GLD;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Doré;MAL4406GLDM;MAL4406GLD;;;849663069630;19.36;1
MAL206RED;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Rouge;MAL206REDL;MAL206RED;;;849663058344;7.92;1
MAL4014BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4014BLKL;MAL4014BLK;;;843993008864;18.24;9
MAL4014BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4014BLKXL;MAL4014BLK;;;843993008871;18.24;12
MAL4014BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4014BLKS;MAL4014BLK;;;;18.24;9
MAL4014BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4014BLKM;MAL4014BLK;;;;18.24;6
MAL4375BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4375BLKM;MAL4375BLK;;;849663093086;15.92;1
MAL4375BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4375BLKS;MAL4375BLK;;;849663093079;15.92;0
MAL4397APT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Imprimé Animal;MAL4397APTM;MAL4397APT;;;849663069197;21.68;6
MAL9019WBK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Wet Look Noir;MAL9019WBKSM;MAL9019WBK;;;849663058641;4.48;9
MAL207WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;MAL207WHTM;MAL207WHT;;;849663057170;7.92;0
MAL207WHT;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Blanc;MAL207WHTL;MAL207WHT;;;849663057187;7.92;0
MAL207WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;MAL207WHTXL;MAL207WHT;;;849663057194;7.92;1
MAL4387PBK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Rose/Noir;MAL4387PBKL;MAL4387PBK;;;849663093819;14.8;1
MAL9028HPK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Rose Flashy;MAL9028HPKML;MAL9028HPK;;;849663061221;6.32;1
MAL9028HPK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rose Flashy;MAL9028HPKSM;MAL9028HPK;;;849663061214;6.32;1
ORI5071640000;Taille:select:0,Color:color:1;Couleur: Chair;ORI5071640000;ORI5071640000;;;;18.81;3
REN1093-WHT;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Blanc;REN1093-WHTWHTL;REN1093-WHT;;;017036361395;2.4;6
REN1093-WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;REN1093-WHTWHTM;REN1093-WHT;;;;2.4;1
REN1124-RED;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rouge;REN1124-REDREDSM;REN1124-RED;;;017036174285;6.3;9
REN1124-RED;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Rouge;REN1124-REDREDML;REN1124-RED;;;017036173943;6.3;12
REN1124-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN1124-BLKBLKML;REN1124-BLK;;;017036173905;6.3;1
REN1119-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN1119-BLKBLKSM;REN1119-BLK;;;017036715532;5.5;9
REN1125-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN1125-BLKBLKSM;REN1125-BLK;;;017036349096;6.3;0
REN1125-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN1125-BLKBLKML;REN1125-BLK;;;017036349089;6.3;1
REN1028-RED ;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rouge;REN1028-REDREDSM;REN1028-RED ;;;017036469152;3.95;0
REN1031-BLK ;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN1031-BLKBLKSM;REN1031-BLK ;;;017036645327;4.7;9
REN1030-BLK ;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN1030-BLKBLKSM;REN1030-BLK ;;;017036645273;4.7;6
REN1030-BLK ;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN1030-BLKBLKML;REN1030-BLK ;;;017036645259;4.7;6
REN1001-RED;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rouge;REN1001-REDREDS;REN1001-RED;;;017036749995;10.95;0
REN1001-RED;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rouge;REN1001-REDREDM;REN1001-RED;;;017036749988;10.95;0
REN1001-RED;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Rouge;REN1001-REDREDL;REN1001-RED;;;017036749889;10.95;1
REN1087-BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;REN1087-BLKBLKM;REN1087-BLK;;;017036357794;2.4;0
REN1087-BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;REN1087-BLKBLKL;REN1087-BLK;;;017036356421;2.4;0
REN1087-BLK;Taille:select:0,Color:color:1;Taille: S, Couleur: Noir;REN1087-BLKBLKS;REN1087-BLK;;;017036357800;2.4;1
REN1001-HPK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rose Flashy;REN1001-HPKHPKS;REN1001-HPK;;;017036749698;10.95;6
REN1001-HPK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Rose Flashy;REN1001-HPKHPKL;REN1001-HPK;;;017036749407;10.95;6
REN1001-HPK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rose Flashy;REN1001-HPKHPKM;REN1001-HPK;;;017036749681;10.95;6
REN1075-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN1075-BLKBLKML;REN1075-BLK;;;017036035302;5.5;6
REN1102-BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;REN1102-BLKBLKM;REN1102-BLK;;;017036262395;3.2;1
REN1102-BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;REN1102-BLKBLKL;REN1102-BLK;;;017036261411;3.2;6
REN1102-BLK;Taille:select:0,Color:color:1;Taille: S, Couleur: Noir;REN1102-BLKBLKS;REN1102-BLK;;;017036262401;3.2;0
REN1093-BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;REN1093-BLKBLKM;REN1093-BLK;;;017036361371;2.4;15
REN532130-BLK ;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN532130-BLK BLKSM;REN532130-BLK ;;;017036815263;10.2;1
REN532130-BLK ;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN532130-BLK BLKML;REN532130-BLK ;;;017036815256;10.2;1
REN532069-RED;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rouge;REN532069-REDREDSM;REN532069-RED;;;017036419911;10.95;1
REN532069-RED;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Rouge;REN532069-REDREDML;REN532069-RED;;;017036419522;10.95;1
PLK24006-BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;PLK24006-BLKBLKS;PLK24006-BLK;;;017036088889;15.7;1
PLK24006-BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;PLK24006-BLKBLKM;PLK24006-BLK;;;017036088872;15.7;1
PLK24006-BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;PLK24006-BLKBLKL;PLK24006-BLK;;;017036088865;15.7;0
PLK23042-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;PLK23042-BLKBLKSM;PLK23042-BLK;;;017036773938;10.2;1
PLK23042-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;PLK23042-BLKBLKML;PLK23042-BLK;;;017036773921;10.2;6
REN532131-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN532131-BLKBLKML;REN532131-BLK;;;017036819025;11.8;6
REN532132-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN532132-BLKBLKSM;REN532132-BLK;;;017036822124;10.95;0
REN532132-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN532132-BLKBLKML;REN532132-BLK;;;017036821936;10.95;1
REN1092-BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;REN1092-BLKBLKL;REN1092-BLK;;;017036360008;3.2;30
REN512103-RED;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rouge;REN512103-REDREDSM;REN512103-RED;;;017036902536;14.9;6
REN512103-RED;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Rouge;REN512103-REDREDML;REN512103-RED;;;017036899720;14.9;0
REN532009-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN532009-BLKBLKSM;REN532009-BLK;;;017036826856;10.95;1
REN532009-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN532009-BLKBLKML;REN532009-BLK;;;017036826757;10.95;1
REN532124-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN532124-BLKBLKSM;REN532124-BLK;;;017036249761;11.8;6
REN532124-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN532124-BLKBLKML;REN532124-BLK;;;017036245329;11.8;6
PLK25016-BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;PLK25016-BLKBLKOS;PLK25016-BLK;;;017036718335;9.4;1
REN532123-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN532123-BLKBLKSM;REN532123-BLK;;;017036245121;9.4;1
REN532123-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN532123-BLKBLKML;REN532123-BLK;;;017036245114;9.4;1
PLK25023-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;PLK25023-BLKBLKSM;PLK25023-BLK;;;017036088414;13.9;1
PLK25051-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;PLK25051-BLKBLKSM;PLK25051-BLK;;;017036565380;11.8;0
PLK25051-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;PLK25051-BLKBLKML;PLK25051-BLK;;;017036565373;11.8;1
REN1037-FPUR;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Violet;REN1037-FPURFPURSM;REN1037-FPUR;;;017036647369;3.95;0
REN1037-FPUR;Taille:select:0,Color:color:1;Taille:  M/L - 40/44, Couleur: Violet;REN1037-FPURPURML;REN1037-FPUR;;;;3.95;1
REN30941-BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;REN30941-BLKBLKS;REN30941-BLK;;;017036271069;15.7;6
REN30941-BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;REN30941-BLKBLKM;REN30941-BLK;;;017036271045;15.7;6
REN30941-BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;REN30941-BLKBLKL;REN30941-BLK;;;017036271038;15.7;6
REN1037-REDB;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rouge/Noir;REN1037-REDBREBSM;REN1037-REDB;;;017036465734;3.95;1
REN1037-REDB;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Rouge/Noir;REN1037-REDBREBML;REN1037-REDB;;;017036465741;3.95;0
REN512036-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN512036-BLKBLKSM;REN512036-BLK;;;017036286742;18.8;0
REN512036-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN512036-BLKBLKML;REN512036-BLK;;;017036286735;18.8;0
REN512037-RED;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rouge;REN512037-REDREDSM;REN512037-RED;;;017036303647;14.1;6
REN512037-HPK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rose Flashy;REN512037-HPKHPKSM;REN512037-HPK;;;017036979194;14.1;1
REN512037-HPK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Rose Flashy;REN512037-HPKHPKML;REN512037-HPK;;;017036979101;14.1;6
REN512032-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN512032-BLKBLKSM;REN512032-BLK;;;017036089510;15.7;0
REN512032-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN512032-BLKBLKML;REN512032-BLK;;;017036089503;15.7;1
REN502126-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN502126-BLKBLKSM;REN502126-BLK;;;017036467103;9.5;1
REN50619-RED;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Rouge;REN50619-REDREDOS;REN50619-RED;;;017036746192;15.7;1
REN512127-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN512127-BLKBLKSM;REN512127-BLK;;;017036517310;15.7;1
REN512127-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN512127-BLKBLKML;REN512127-BLK;;;017036514203;15.7;6
REN512121-RED;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rouge;REN512121-REDREDSM;REN512121-RED;;;017036223433;14.1;0
REN512121-RED;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Rouge;REN512121-REDREDML;REN512121-RED;;;017036223396;14.1;1
REN1054-RED;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rouge;REN1054-REDREDSM;REN1054-RED;;;017036040467;3.95;6
REN512128-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN512128-BLKBLKSM;REN512128-BLK;;;017036517549;17.3;0
REN512128-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN512128-BLKBLKML;REN512128-BLK;;;017036517327;17.3;1
REN512081-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN512081-BLKBLKSM;REN512081-BLK;;;017036327797;12.6;6
REN512081-BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;REN512081-BLKBLKML;REN512081-BLK;;;017036327780;12.6;6
REN512090-BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;REN512090-BLKBLKSM;REN512090-BLK;;;017036918469;15.7;6
REN512108-BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;REN512108-BLKBLKS;REN512108-BLK;;;017036911026;15.7;0
REN512108-BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;REN512108-BLKBLKM;REN512108-BLK;;;017036910999;15.7;0
